30;42;10;25;0;21;0;28;28;2
30;49;10;27;0;32;0;28;28;2
30;47;12;27;0;24;0;33;28;2
30;47;12;27;0;26;0;29;28;2
30;39;13;27;0;24;19;27;27;2
48;42;20;29;0;30;20;27;29;2
32;45;11;27;0;25;16;27;24;2
57;42;11;27;0;29;16;27;24;2
38;39;12;30;0;22;16;32;24;2
38;42;12;30;0;33;16;31;34;2
38;41;11;30;0;27;16;28;30;2
38;41;11;33;0;33;16;28;32;2
38;47;10;33;0;25;15;28;32;2
38;43;9;33;0;23;13;28;32;2
27;43;9;33;0;23;12;33;32;2
27;51;9;33;0;34;18;33;30;2
27;59;9;33;0;28;18;37;38;2
32;43;11;37;0;31;18;37;38;2
32;65;11;35;0;28;23;37;34;2
32;53;11;35;0;23;23;37;34;2
32;44;11;35;0;29;27;32;34;2
30;62;14;35;0;28;27;31;31;2
29;44;14;35;0;32;33;36;36;2
29;45;12;38;0;20;28;36;38;2
29;59;16;36;0;38;28;36;38;2
29;61;15;41;0;28;28;36;38;2
29;61;15;41;0;33;28;36;38;2
29;49;12;41;0;30;25;32;38;2
29;36;12;41;0;28;18;31;29;2
29;46;15;30;0;24;23;31;31;2
42;43;16;35;0;29;14;31;35;2
50;44;11;30;0;24;14;31;35;2
40;45;17;30;0;26;14;30;35;2
44;43;20;30;0;30;14;25;24;2
44;42;16;30;0;28;14;40;37;2
44;44;10;38;0;28;14;40;37;2
44;48;10;35;0;28;14;40;33;2
44;45;13;34;0;23;19;40;33;2
44;46;13;34;0;27;20;29;33;2
31;43;14;34;0;34;18;36;35;2
29;50;14;34;0;33;24;29;28;2
29;68;14;37;0;30;24;29;39;2
25;47;14;44;0;30;28;29;43;2
48;38;13;13;10;15;0;21;14;3
48;38;15;16;9;11;0;21;14;3
47;22;16;13;13;16;0;13;14;3
44;31;29;13;8;13;0;14;14;3
69;22;27;13;8;11;0;12;14;3
52;22;30;13;11;15;0;17;16;3
66;22;23;13;9;16;0;17;16;3
66;24;31;13;12;14;0;17;16;3
66;24;31;12;13;12;0;17;16;3
66;24;35;12;13;14;0;13;16;3
47;27;36;12;12;12;0;17;15;3
44;25;27;12;12;16;0;17;8;3
43;25;40;11;12;13;0;17;12;3
42;34;52;11;16;14;0;17;15;3
42;34;49;22;20;19;0;17;15;3
42;34;44;22;17;13;0;18;15;3
42;34;51;22;17;15;0;16;18;3
42;34;40;19;14;18;0;16;18;3
69;32;36;16;17;15;0;16;17;3
59;32;28;20;17;17;0;16;17;3
74;30;24;20;19;18;0;21;17;3
74;31;33;20;19;17;0;21;22;3
74;33;27;20;14;14;0;24;20;3
74;36;21;20;13;13;0;24;20;3
74;31;18;19;13;14;0;24;20;3
74;31;17;22;13;17;0;24;20;3
44;29;13;18;13;13;0;24;20;3
40;32;24;18;13;11;0;16;20;3
64;24;18;18;13;9;0;15;16;3
47;25;24;20;13;11;0;15;20;3
47;26;20;20;10;10;0;15;20;3
47;28;24;13;9;9;0;15;20;3
47;24;30;13;16;10;0;15;20;3
47;24;28;13;17;10;0;15;12;3
71;21;22;13;13;10;0;7;10;3
48;25;24;13;11;12;0;7;14;3
65;25;31;13;14;12;0;7;11;3
65;27;35;12;14;12;0;7;11;3
65;22;54;12;17;12;0;12;11;3
65;22;41;12;17;15;0;12;11;3
65;22;46;22;13;20;0;20;21;3
65;22;29;22;15;20;0;20;20;3
43;29;28;18;18;20;0;20;20;3
46;29;32;22;9;16;0;20;20;3
56;29;23;22;17;18;0;13;20;3
71;29;23;22;17;16;0;15;15;3
60;28;31;20;17;14;0;17;17;3
60;28;22;27;12;17;0;17;26;3
60;28;28;27;9;20;0;17;26;3
33;68;18;42;0;32;0;40;39;4
33;58;16;42;0;34;0;40;39;4
33;51;14;42;0;34;0;39;39;4
33;46;16;38;0;35;0;39;36;4
33;46;9;45;0;37;0;39;36;4
32;42;11;45;0;33;0;38;39;4
32;41;11;50;0;39;0;47;46;4
29;41;12;46;0;39;0;47;46;4
29;41;12;51;0;39;0;62;62;4
29;37;12;75;0;36;0;76;77;4
29;37;9;46;0;47;0;43;47;4
29;37;9;46;0;46;0;47;48;4
29;38;9;46;0;42;0;46;44;4
29;31;9;44;0;41;0;46;44;4
37;40;9;44;0;41;0;44;45;4
37;40;9;39;0;41;0;44;45;4
37;40;9;43;0;42;0;41;42;4
37;40;9;43;0;42;0;41;42;4
37;38;9;43;0;44;0;44;44;4
23;34;11;46;0;32;0;48;48;4
23;39;11;49;0;47;0;48;47;4
23;41;11;49;0;42;0;49;47;4
23;41;11;70;0;41;0;71;73;4
23;41;11;52;0;37;0;62;53;4
39;41;11;48;0;35;0;48;46;4
39;37;11;62;0;42;0;51;60;4
39;36;11;58;0;42;0;59;59;4
39;33;11;58;0;36;0;72;59;4
39;36;11;58;0;44;0;56;59;4
39;36;11;46;0;43;0;47;44;4
39;35;11;42;0;40;0;45;42;4
25;35;11;43;0;48;0;44;43;4
25;30;6;41;0;31;0;38;40;4
25;40;6;41;0;31;0;40;40;4
25;43;9;45;0;45;0;43;43;4
25;43;9;45;0;46;0;42;44;4
21;42;9;49;0;53;0;58;49;4
21;44;9;51;0;37;0;58;49;4
36;40;15;71;0;43;0;72;72;4
36;40;11;48;0;38;0;48;47;4
36;41;11;39;0;29;0;39;38;4
36;46;17;39;0;32;0;37;35;4
36;41;13;39;0;34;0;34;35;4
36;48;13;44;0;36;0;34;35;4
35;28;12;19;8;17;0;22;18;5
35;27;12;19;13;17;0;22;18;5
36;23;12;19;13;17;0;22;18;5
36;15;12;19;13;17;0;22;18;5
36;16;12;19;13;17;0;22;18;5
36;16;12;19;13;17;0;22;18;5
36;16;12;19;13;17;0;22;18;5
21;12;12;19;13;17;0;22;18;5
21;12;12;12;13;17;0;22;11;5
29;18;12;12;13;17;0;22;11;5
29;25;12;12;7;13;0;15;11;5
29;25;12;12;7;12;0;20;11;5
30;25;12;12;7;12;0;20;11;5
30;23;12;11;7;12;0;20;11;5
13;23;12;11;7;12;0;20;11;5
13;14;12;7;7;12;0;20;11;5
13;14;12;7;7;12;0;20;11;5
13;14;12;7;7;12;0;20;11;5
13;14;12;7;7;12;0;20;11;5
20;14;12;7;7;12;0;20;11;5
20;14;12;7;7;12;0;20;11;5
20;19;13;7;7;12;0;20;11;5
20;24;10;7;10;12;0;20;10;5
20;24;10;7;12;12;0;20;20;5
32;24;13;7;12;12;0;20;19;5
32;18;11;7;11;12;0;20;19;5
37;28;14;18;11;12;0;20;19;5
37;23;15;18;11;12;0;20;19;5
37;23;12;18;11;12;0;20;21;5
37;19;12;11;11;8;0;20;15;5
37;19;10;11;11;8;0;20;15;5
20;19;10;11;11;8;0;20;15;5
20;19;10;11;11;8;0;20;15;5
20;15;10;11;11;8;0;20;15;5
20;15;10;11;11;8;0;20;15;5
20;15;8;15;11;8;0;20;14;5
19;20;10;15;11;8;0;20;14;5
19;32;11;15;11;8;0;20;14;5
29;21;9;15;11;8;0;20;14;5
29;22;13;15;11;18;0;20;14;5
29;22;15;15;11;15;0;20;14;5
27;22;9;15;11;9;0;20;14;5
30;25;8;14;10;13;0;9;15;6
30;26;8;10;10;13;0;9;15;6
30;19;8;10;10;13;0;9;15;6
30;19;8;10;11;13;0;9;15;6
30;19;8;10;10;13;0;9;15;6
28;19;8;10;10;13;0;9;15;6
28;19;8;10;10;13;0;9;15;6
28;16;8;10;11;13;0;9;15;6
28;16;8;10;10;13;0;9;15;6
28;16;8;9;6;13;0;9;9;6
22;16;8;9;6;13;0;9;12;6
22;22;8;9;12;7;0;16;12;6
31;23;8;9;12;7;0;10;12;6
31;32;8;9;12;7;0;13;12;6
31;32;8;13;12;7;0;13;12;6
26;32;8;12;12;7;0;13;15;6
26;32;8;12;12;7;0;13;15;6
26;22;8;12;12;7;0;14;15;6
26;22;8;12;9;7;0;14;15;6
26;22;8;12;9;7;0;14;15;6
26;22;8;12;10;7;0;14;15;6
26;22;8;12;10;7;0;14;15;6
22;22;8;12;16;7;0;14;15;6
22;12;8;12;17;7;0;14;15;6
23;12;8;12;12;7;0;14;15;6
23;12;8;12;8;7;0;14;15;6
23;12;8;13;12;7;0;14;12;6
18;12;8;14;8;7;0;14;12;6
18;20;8;14;8;11;0;14;12;6
22;21;8;16;8;11;0;14;14;6
22;24;8;16;8;11;0;17;16;6
22;24;8;16;8;14;0;17;17;6
26;24;8;16;7;14;0;10;17;6
26;21;8;16;7;14;0;10;17;6
29;22;8;16;8;14;0;10;17;6
29;22;8;8;8;14;0;10;9;6
29;22;8;8;10;14;0;10;9;6
29;22;8;8;8;14;0;10;9;6
29;22;8;8;10;14;0;10;9;6
23;19;8;8;9;14;0;10;9;6
23;19;8;8;12;14;0;10;9;6
23;15;8;8;12;14;0;10;9;6
23;15;8;8;11;14;0;10;9;6
23;15;8;8;10;14;0;10;9;6
31;15;8;8;10;14;0;10;9;6
31;20;8;8;13;14;0;8;9;6
32;24;8;8;11;14;0;7;9;6
32;20;8;11;11;14;0;7;9;6
32;20;8;17;10;14;0;7;14;6
32;20;8;17;10;14;0;7;13;6
32;15;8;11;11;12;0;7;13;6
24;20;8;11;13;12;0;7;10;6
24;20;8;11;13;12;0;7;10;6
24;22;8;11;13;12;0;7;10;6
15;37;0;18;0;13;38;22;23;1
15;41;0;18;0;13;38;15;23;1
15;46;0;20;0;13;47;20;20;1
15;41;0;20;0;13;40;20;20;1
15;43;0;21;0;13;36;21;20;1
15;43;0;24;0;13;39;21;23;1
15;45;0;24;0;13;38;21;21;1
15;37;0;24;0;13;45;24;21;1
15;42;0;21;0;13;45;21;21;1
15;42;0;21;0;13;45;18;21;1
15;42;0;21;0;13;47;18;21;1
15;42;0;18;0;13;45;18;16;1
15;42;0;16;0;13;37;18;13;1
15;39;0;16;0;13;41;18;13;1
15;45;0;16;0;13;37;18;18;1
15;41;0;16;0;13;47;16;18;1
15;41;0;16;0;13;38;15;18;1
15;41;0;16;0;13;38;15;18;1
15;43;0;14;0;13;45;15;18;1
15;39;0;14;0;13;50;15;15;1
15;43;0;14;0;13;52;15;16;1
15;43;0;14;0;13;44;15;16;1
15;39;0;14;0;13;46;25;16;1
15;48;0;23;0;13;35;23;22;1
15;39;0;23;0;13;37;23;22;1
15;45;0;23;0;13;48;23;22;1
15;32;0;19;0;15;43;23;18;1
15;46;0;22;0;15;39;23;21;1
15;46;0;22;0;15;37;25;21;1
15;46;0;22;0;15;44;15;15;1
15;51;0;22;0;15;39;27;15;1
15;48;0;22;0;15;39;27;15;1
15;39;0;22;0;14;57;27;15;1
15;42;0;22;0;14;45;27;27;1
17;47;0;22;0;14;45;27;23;1
17;44;0;22;0;14;41;26;23;1
17;44;0;22;0;14;38;16;23;1
17;43;0;22;0;14;31;16;23;1
17;51;0;22;0;14;42;16;23;1
17;42;0;27;0;14;50;16;23;1
17;42;0;22;0;14;36;22;23;1
17;42;0;22;0;14;44;22;21;1
17;45;0;18;0;14;46;22;21;1
17;35;0;18;0;14;68;22;21;1
17;43;0;18;0;14;54;22;21;1
